# ra(J2000),dec(J2000),amp(Jy/beam),rms(Jy/beam),FWHMy(arcsec),FWHMx(arcsec),Bpa(degrees),FieldName,"png image link (Notes: If a link fails, it's because the ROUND feature dropped trailing zeros in the coordinates, so try putting them in by hand. Some artifacts have been kept in, and are distiguished by very large FWHM in one axis and very narrow in another.)  ",NED Lookup,"[[prob Compact, prob Complex]] (output of binary CNN used to identify interesting and complex sources) "
238.83417,21.04891,0.001098,0.000145,5.051537,3.86285,-9.6379,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.834DEC21.049.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8342&DEC=21.0489&SR=0.01,[[ 0.8176837  0.1823163]]
238.83016,21.17157,0.002986,0.000145,2.199457,2.96667,-10.2005,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.83DEC21.172.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8302&DEC=21.1716&SR=0.01,[[ 0.91907501  0.08092497]]
238.81684,23.76427,0.0025,0.00021,2.219211,2.4194,-10.0271,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.817DEC23.764.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8168&DEC=23.7643&SR=0.01,[[ 0.79591572  0.20408423]]
238.81254,23.90438,0.001408,0.00015,2.719552,4.37055,-9.7565,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.813DEC23.904.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8125&DEC=23.9044&SR=0.01,[[ 0.83982515  0.16017479]]
238.80936,22.10936,0.002848,0.000139,2.442261,4.43692,-9.8798,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.809DEC22.109.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8094&DEC=22.1094&SR=0.01,[[ 0.76147294  0.23852709]]
238.80646,21.99438,0.023574,0.000393,2.204688,4.38139,-10.1584,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.806DEC21.994.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8065&DEC=21.9944&SR=0.01,[[ 0.83496541  0.16503456]]
238.80632,21.99426,0.022662,0.000428,2.218552,4.32054,-13.3083,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.806DEC21.994.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8063&DEC=21.9943&SR=0.01,[[ 0.79919422  0.20080578]]
238.80398,23.75159,0.01099,0.00021,2.522188,3.57464,9.9804,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.804DEC23.752.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.804&DEC=23.7516&SR=0.01,[[ 0.84650594  0.15349409]]
238.80191,22.10888,0.002461,0.00014,2.573517,2.8296,6.1506,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.802DEC22.109.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.8019&DEC=22.1089&SR=0.01,[[ 0.63386494  0.366135  ]]
238.79865,22.33244,0.001503,0.000139,2.720605,2.26845,-8.949,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.799DEC22.332.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.7987&DEC=22.3324&SR=0.01,[[ 0.77860534  0.22139472]]
238.79098,21.38529,0.005012,0.000145,2.572032,2.06663,-11.8349,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.791DEC21.385.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.791&DEC=21.3853&SR=0.01,[[ 0.84341609  0.15658395]]
238.7866,21.40375,0.003857,0.000145,2.298425,2.89477,-10.2447,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.787DEC21.404.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.7866&DEC=21.4038&SR=0.01,[[ 0.71934158  0.28065848]]
238.77793,22.77386,0.007826,0.00015,2.536133,2.21656,10.1445,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.778DEC22.774.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.7779&DEC=22.7739&SR=0.01,[[ 0.62470084  0.37529919]]
238.76906,23.26846,0.002046,0.000135,2.759156,2.1308,10.149,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.769DEC23.268.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.7691&DEC=23.2685&SR=0.01,[[ 0.74869365  0.2513063 ]]
238.75985,21.76297,0.008231,0.000286,2.849082,10.32354,-9.7752,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.76DEC21.763.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.7599&DEC=21.763&SR=0.01,[[ 0.36301309  0.63698691]]
238.75725,21.76075,0.008095,0.000286,2.863144,10.53048,-9.7669,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.757DEC21.761.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.7573&DEC=21.7608&SR=0.01,[[ 0.34546497  0.65453506]]
238.75233,21.69979,0.087937,0.001193,2.961623,2.40468,9.9308,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.752DEC21.7.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.7523&DEC=21.6998&SR=0.01,[[ 0.76555443  0.23444556]]
238.73478,23.13179,0.002448,0.000135,2.639675,2.10412,9.7852,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.735DEC23.132.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.7348&DEC=23.1318&SR=0.01,[[ 0.74685407  0.25314599]]
238.72865,23.53087,0.002061,0.000135,2.519528,2.20662,-11.2875,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.729DEC23.531.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.7287&DEC=23.5309&SR=0.01,[[ 0.84877533  0.15122469]]
238.70393,23.53359,0.001184,0.000135,2.615884,3.53085,-10.6293,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.704DEC23.534.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.7039&DEC=23.5336&SR=0.01,[[ 0.89069855  0.10930138]]
238.69734,21.14844,0.002412,0.000145,2.257919,2.7589,9.0254,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.697DEC21.148.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6973&DEC=21.1484&SR=0.01,[[ 0.85394585  0.14605415]]
238.69617,21.56181,0.00867,0.000195,2.548694,3.8024,-9.8909,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.696DEC21.562.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6962&DEC=21.5618&SR=0.01,[[ 0.67997658  0.32002342]]
238.69549,22.09401,0.012602,0.000198,2.612393,2.23048,10.0748,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.695DEC22.094.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6955&DEC=22.094&SR=0.01,[[ 0.73767352  0.26232648]]
238.69014,22.95083,0.001624,0.000139,2.260196,2.09501,10.7954,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.69DEC22.951.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6901&DEC=22.9508&SR=0.01,[[ 0.84243339  0.15756665]]
238.68862,22.65968,0.005631,0.000139,2.239255,2.50508,-10.3101,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.689DEC22.66.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6886&DEC=22.6597&SR=0.01,[[ 0.71078038  0.28921959]]
238.67491,21.2394,0.001866,0.000145,2.911091,2.17813,7.2088,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.675DEC21.239.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6749&DEC=21.2394&SR=0.01,[[ 0.89519346  0.10480656]]
238.65275,21.2582,0.002157,0.000149,14.08585,3.20515,9.3774,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.653DEC21.258.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6528&DEC=21.2582&SR=0.01,[[ 0.43780634  0.56219369]]
238.65204,21.25614,0.003455,0.000149,3.820142,3.02898,9.5085,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.652DEC21.256.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.652&DEC=21.2561&SR=0.01,[[ 0.53850204  0.46149793]]
238.63789,22.31154,0.01794,0.000248,2.239103,2.53317,-10.2564,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.638DEC22.312.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6379&DEC=22.3115&SR=0.01,[[ 0.76541644  0.23458357]]
238.63053,21.13177,0.008563,0.000161,2.33142,2.84237,-19.7321,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.631DEC21.132.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6305&DEC=21.1318&SR=0.01,[[ 0.86742574  0.13257423]]
238.62593,23.8431,0.004038,0.000142,2.415117,2.17143,9.8159,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.626DEC23.843.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6259&DEC=23.8431&SR=0.01,[[ 0.6461938   0.35380623]]
238.61518,23.8986,0.001897,0.000152,2.633018,2.51455,-9.7979,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.615DEC23.899.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6152&DEC=23.8986&SR=0.01,[[ 0.80892104  0.19107899]]
238.61378,23.37343,0.002029,0.000135,2.440088,2.54184,-9.916,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.614DEC23.373.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6138&DEC=23.3734&SR=0.01,[[ 0.7709232   0.22907676]]
238.60166,21.71107,0.00313,0.000149,2.121156,2.78962,-10.1952,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.602DEC21.711.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.6017&DEC=21.7111&SR=0.01,[[ 0.75706792  0.24293208]]
238.5939,23.74822,0.002557,0.000135,2.46715,2.73211,8.8686,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.594DEC23.748.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.5939&DEC=23.7482&SR=0.01,[[ 0.60184401  0.39815596]]
238.59136,23.01265,0.003539,0.000139,2.117298,2.52847,-10.4226,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.591DEC23.013.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.5914&DEC=23.0127&SR=0.01,[[ 0.84087783  0.15912218]]
238.59122,23.01253,0.003564,0.000135,2.429081,2.13223,-2.8439,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.591DEC23.013.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.5912&DEC=23.0125&SR=0.01,[[ 0.68360138  0.31639862]]
238.58806,23.54002,0.000983,0.000135,2.735367,3.47367,9.5439,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.588DEC23.54.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.5881&DEC=23.54&SR=0.01,[[ 0.78530359  0.21469644]]
238.58449,21.36955,0.001825,0.000145,2.203283,2.55868,-10.5614,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.584DEC21.37.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.5845&DEC=21.3696&SR=0.01,[[ 0.78042012  0.21957982]]
238.57152,22.66892,0.001493,0.000139,5.478015,3.94858,-9.6542,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.572DEC22.669.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.5715&DEC=22.6689&SR=0.01,[[ 0.68857729  0.31142268]]
238.57079,22.2848,0.007055,0.000151,2.605531,2.24722,10.1615,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.571DEC22.285.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.5708&DEC=22.2848&SR=0.01,[[ 0.7267704   0.27322957]]
238.55333,23.70012,0.001012,0.000135,3.376407,3.9013,9.3899,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.553DEC23.7.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.5533&DEC=23.7001&SR=0.01,[[ 0.65435457  0.34564543]]
238.54417,21.48313,0.004293,0.000145,3.355892,2.53934,-11.7953,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.544DEC21.483.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.5442&DEC=21.4831&SR=0.01,[[ 0.72955966  0.27044037]]
238.50798,22.53019,0.04165,0.000522,2.572169,2.24085,-11.87,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.508DEC22.53.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.508&DEC=22.5302&SR=0.01,[[ 0.69959205  0.30040798]]
238.50708,22.77706,0.003263,0.000139,2.490466,2.41866,9.9467,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.507DEC22.777.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.5071&DEC=22.7771&SR=0.01,[[ 0.83329743  0.16670251]]
238.48829,23.02537,0.003573,0.000135,2.282015,2.55155,29.8628,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.488DEC23.025.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4883&DEC=23.0254&SR=0.01,[[ 0.75654423  0.24345572]]
238.47879,21.99019,0.081733,0.001667,2.867354,3.14783,9.7154,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.479DEC21.99.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4788&DEC=21.9902&SR=0.01,[[ 0.65974754  0.34025243]]
238.47869,21.9901,0.082329,0.001423,2.922078,3.24027,9.4481,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.479DEC21.99.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4787&DEC=21.9901&SR=0.01,[[ 0.52526659  0.47473338]]
238.47388,21.99271,0.025145,0.001423,3.343365,5.37854,9.8353,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.474DEC21.993.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4739&DEC=21.9927&SR=0.01,[[ 0.34032753  0.65967244]]
238.47367,21.99254,0.025027,0.001599,3.230018,5.20522,9.8792,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.474DEC21.993.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4737&DEC=21.9925&SR=0.01,[[ 0.70385635  0.29614368]]
238.46381,21.65855,0.001595,0.000145,3.950771,3.39176,10.3286,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.464DEC21.659.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4638&DEC=21.6586&SR=0.01,[[ 0.5189448  0.4810552]]
238.46053,21.78574,0.001531,0.000145,2.332643,3.77066,-13.5528,VLASS1.1.ql.T16t22.J155542+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.461DEC21.786.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4605&DEC=21.7857&SR=0.01,[[ 0.78061652  0.21938348]]
238.45437,23.59741,0.021025,0.000285,2.486274,2.27185,9.5872,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.454DEC23.597.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4544&DEC=23.5974&SR=0.01,[[ 0.86102706  0.13897294]]
238.45241,22.49674,0.008337,0.000179,2.291744,2.5478,-10.3511,VLASS1.1.ql.T16t22.J155547+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.452DEC22.497.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4524&DEC=22.4967&SR=0.01,[[ 0.70974553  0.2902545 ]]
238.44514,23.03604,0.002684,0.000135,2.655195,4.28749,-9.5361,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.445DEC23.036.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4451&DEC=23.036&SR=0.01,[[ 0.82223028  0.17776971]]
238.44215,23.16285,0.002496,0.000135,2.628213,2.47603,11.6917,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.442DEC23.163.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4422&DEC=23.1629&SR=0.01,[[ 0.79724586  0.20275418]]
238.43189,23.80722,0.047045,0.00073,2.764089,2.26303,3.1307,VLASS1.1.ql.T16t22.J155131+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.432DEC23.807.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4319&DEC=23.8072&SR=0.01,[[ 0.26940969  0.7305904 ]]
238.43168,23.80702,0.047538,0.000662,2.879447,2.2547,-9.5392,VLASS1.1.ql.T16t22.J155551+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA238.432DEC23.807.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=238.4317&DEC=23.807&SR=0.01,[[ 0.90301096  0.09698907]]
