# ra(J2000),dec(J2000),amp(Jy/beam),rms(Jy/beam),FWHMy(arcsec),FWHMx(arcsec),Bpa(degrees),FieldName,"png image link (Notes: If a link fails, it's because the ROUND feature dropped trailing zeros in the coordinates, so try putting them in by hand. Some artifacts have been kept in, and are distiguished by very large FWHM in one axis and very narrow in another.)  ",NED Lookup,"[[prob Compact, prob Complex]] (output of binary CNN used to identify interesting and complex sources) "
185.38475,22.90673,0.008863,0.000176,2.40954,2.96824,-9.8065,VLASS1.1.ql.T16t17.J122343+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.385DEC22.907.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3848&DEC=22.9067&SR=0.01,[[ 0.5811789   0.41882107]]
185.38437,22.90637,0.008829,0.000172,2.398872,2.98845,9.053,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.384DEC22.906.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3844&DEC=22.9064&SR=0.01,[[ 0.78508645  0.21491353]]
185.3728,21.42604,0.00983848,0.000266,0,0,0,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.373DEC21.426.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3728&DEC=21.426&SR=0.01,[[ 0.61127615  0.38872385]]
185.37021,23.22832,0.001648,0.000153,2.846709,3.74125,9.5494,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.37DEC23.228.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3702&DEC=23.2283&SR=0.01,[[ 0.80678344  0.19321658]]
185.36965,21.42469,0.004036,0.000254,4.080731,2.82671,4.3713,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.37DEC21.425.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3697&DEC=21.4247&SR=0.01,[[ 0.64895493  0.35104513]]
185.36851,23.7624,0.002006,0.000153,2.786847,2.16766,10.4091,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.369DEC23.762.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3685&DEC=23.7624&SR=0.01,[[ 0.71164364  0.28835636]]
185.36315,22.43754,0.001074,0.000172,5.510148,10.11842,9.8663,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.363DEC22.438.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3632&DEC=22.4375&SR=0.01,[[ 0.65397346  0.34602657]]
185.3412,20.7716,0.008866,0.00023,3.861548,4.37724,-10.1051,VLASS1.1.ql.T16t17.J122324+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.341DEC20.772.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3412&DEC=20.7716&SR=0.01,[[ 0.89067465  0.10932539]]
185.34109,20.77135,0.0094517,0.000281,0,0,0,VLASS1.1.ql.T16t17.J121909+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.341DEC20.771.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3411&DEC=20.7714&SR=0.01,[[ 0.82922906  0.17077091]]
185.34005,22.52841,0.001629,0.000172,2.258505,2.90185,-9.5657,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.34DEC22.528.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3401&DEC=22.5284&SR=0.01,[[ 0.75275904  0.24724095]]
185.33603,22.82063,0.002982,0.000172,3.259693,2.51016,-8.0841,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.336DEC22.821.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.336&DEC=22.8206&SR=0.01,[[ 0.55945522  0.44054481]]
185.33255,22.22781,0.001617,0.000172,3.506708,3.35396,-10.7656,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.333DEC22.228.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3326&DEC=22.2278&SR=0.01,[[ 0.72981858  0.27018136]]
185.33108,21.88412,0.004257,0.000234,4.420133,7.62901,9.5262,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.331DEC21.884.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3311&DEC=21.8841&SR=0.01,[[ 0.49869478  0.50130522]]
185.32785,20.20902,0.001484,0.000128,2.364394,4.37139,-9.7886,VLASS1.1.ql.T16t17.J122324+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.328DEC20.209.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3279&DEC=20.209&SR=0.01,[[ 0.86593127  0.13406868]]
185.32775,20.20892,0.001535,0.000135,2.313903,4.39117,-9.859,VLASS1.1.ql.T16t17.J121909+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.328DEC20.209.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3278&DEC=20.2089&SR=0.01,[[ 0.82633662  0.17366342]]
185.321,20.37667,0.005399,0.000396,3.273674,6.29282,-10.0561,VLASS1.1.ql.T16t17.J122324+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.321DEC20.377.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.321&DEC=20.3767&SR=0.01,[[ 0.66657656  0.33342344]]
185.32092,20.37658,0.005319,0.000395,3.359378,6.37571,-10.0543,VLASS1.1.ql.T16t17.J121909+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.321DEC20.377.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3209&DEC=20.3766&SR=0.01,[[ 0.692267    0.30773291]]
185.31813,20.37316,0.016082,0.000384,2.818291,5.42973,-10.1136,VLASS1.1.ql.T16t17.J121909+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.318DEC20.373.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3181&DEC=20.3732&SR=0.01,[[ 0.76814044  0.23185955]]
185.31794,20.37297,0.016314,0.000408,2.796825,5.32554,-10.1162,VLASS1.1.ql.T16t17.J122324+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.318DEC20.373.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3179&DEC=20.373&SR=0.01,[[ 0.60781521  0.39218479]]
185.31611,23.65515,0.001743,0.000153,2.193968,3.02434,-13.474,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.316DEC23.655.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3161&DEC=23.6552&SR=0.01,[[ 0.73153716  0.26846284]]
185.31529,21.88705,0.001498,0.000232,9.069055,32.69338,0.2293,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.315DEC21.887.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3153&DEC=21.8871&SR=0.01,[[ 0.06340191  0.93659806]]
185.31235,21.88714,0.005068,0.000232,2.947141,3.92885,9.2283,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.312DEC21.887.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3124&DEC=21.8871&SR=0.01,[[ 0.22996451  0.77003551]]
185.30883,23.83124,0.00272,0.000153,2.549896,2.96258,-10.1017,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.309DEC23.831.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.3088&DEC=23.8312&SR=0.01,[[ 0.76000994  0.2399901 ]]
185.29301,21.21754,0.005593,0.000144,2.357316,3.32482,-9.946,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.293DEC21.218.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.293&DEC=21.2175&SR=0.01,[[ 0.64008915  0.35991079]]
185.28848,23.20295,0.001361,0.000153,2.299957,3.04773,-9.6386,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.288DEC23.203.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2885&DEC=23.203&SR=0.01,[[ 0.77634978  0.2236502 ]]
185.26935,21.03121,0.008025,0.000165,2.337777,3.40708,-9.867,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.269DEC21.031.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2694&DEC=21.0312&SR=0.01,[[ 0.70816678  0.29183325]]
185.25988,20.92884,0.001229,0.000135,2.421206,4.08192,-9.7995,VLASS1.1.ql.T16t17.J121909+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.26DEC20.929.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2599&DEC=20.9288&SR=0.01,[[ 0.75719851  0.24280147]]
185.25679,21.61731,0.001542,0.000137,9.442059,5.00349,-13.3436,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.257DEC21.617.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2568&DEC=21.6173&SR=0.01,[[ 0.50494057  0.4950594 ]]
185.25574,23.56623,0.007356,0.000183,3.58912,3.25776,9.6334,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.256DEC23.566.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2557&DEC=23.5662&SR=0.01,[[ 0.79077691  0.20922308]]
185.25307,23.05194,0.003147,0.000153,2.746891,2.88899,-9.3362,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.253DEC23.052.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2531&DEC=23.0519&SR=0.01,[[ 0.75774282  0.24225713]]
185.24737,23.73981,0.002293,0.000153,2.317726,3.06058,-9.466,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.247DEC23.74.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2474&DEC=23.7398&SR=0.01,[[ 0.7820015   0.21799858]]
185.2431,23.55182,0.000967,0.000182,6.677623,13.07886,-9.9482,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.243DEC23.552.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2431&DEC=23.5518&SR=0.01,[[ 0.59570146  0.40429854]]
185.23185,22.0447,0.005226,0.000172,2.416753,3.03149,-9.8123,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.232DEC22.045.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2319&DEC=22.0447&SR=0.01,[[ 0.5330658   0.46693417]]
185.22944,22.08359,0.001448,0.000172,2.349632,3.44494,9.5646,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.229DEC22.084.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2294&DEC=22.0836&SR=0.01,[[ 0.78239381  0.21760623]]
185.22011,23.94945,0.003814,0.000167,2.555035,2.98591,-10.3221,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.22DEC23.949.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.2201&DEC=23.9495&SR=0.01,[[ 0.63562429  0.36437568]]
185.21203,20.43219,0.002637,0.000135,2.373904,4.85022,-9.8389,VLASS1.1.ql.T16t17.J121909+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.212DEC20.432.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.212&DEC=20.4322&SR=0.01,[[ 0.86625636  0.13374373]]
185.1958,21.44797,0.004476,0.000137,2.322979,3.3898,-9.8708,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.196DEC21.448.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.1958&DEC=21.448&SR=0.01,[[ 0.81913954  0.18086043]]
185.18715,22.56805,0.168028,0.002975,2.885673,4.19265,1.8407,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.187DEC22.568.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.1872&DEC=22.5681&SR=0.01,[[ 0.76556194  0.23443811]]
185.16646,23.89783,0.003234,0.000153,2.754329,3.75288,-9.524,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.166DEC23.898.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.1665&DEC=23.8978&SR=0.01,[[ 0.81664002  0.18335998]]
185.15902,20.76954,0.001003,0.000135,3.522962,2.51248,10.3969,VLASS1.1.ql.T16t17.J121909+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.159DEC20.77.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.159&DEC=20.7695&SR=0.01,[[ 0.72835809  0.27164188]]
185.1515,23.71457,0.002461,0.000153,2.428453,2.80469,-9.9966,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.152DEC23.715.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.1515&DEC=23.7146&SR=0.01,[[ 0.66583729  0.33416274]]
185.14503,23.54422,0.006897,0.000153,2.792642,2.60761,-11.8758,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.145DEC23.544.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.145&DEC=23.5442&SR=0.01,[[ 0.62256026  0.37743974]]
185.13623,23.24406,0.00095,0.000153,9.392963,3.67993,10.0693,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.136DEC23.244.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.1362&DEC=23.2441&SR=0.01,[[ 0.61687636  0.38312367]]
185.12456,22.37435,0.001123,0.000172,6.95802,4.72069,-10.0237,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.125DEC22.374.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.1246&DEC=22.3744&SR=0.01,[[ 0.67027986  0.32972017]]
185.11433,21.93346,0.01702,0.000311,3.50072,2.94481,-8.0867,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.114DEC21.933.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.1143&DEC=21.9335&SR=0.01,[[ 0.35656995  0.64343005]]
185.11054,21.28866,0.002184,0.000196,2.156988,3.27406,-9.8846,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.111DEC21.289.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.1105&DEC=21.2887&SR=0.01,[[ 0.85648441  0.14351556]]
185.11023,21.11633,0.001179,0.000137,2.264385,3.97638,-9.7945,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.11DEC21.116.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.1102&DEC=21.1163&SR=0.01,[[ 0.69859403  0.30140597]]
185.10089,21.23187,0.005483,0.000179,2.865292,4.36908,-9.9541,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.101DEC21.232.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.1009&DEC=21.2319&SR=0.01,[[ 0.5016433   0.49835664]]
185.09953,20.75713,0.005892,0.000147,2.358576,3.83496,-9.9166,VLASS1.1.ql.T16t17.J121909+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.1DEC20.757.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.0995&DEC=20.7571&SR=0.01,[[ 0.92517477  0.0748252 ]]
185.09827,21.64326,0.000926,0.000137,11.18357,5.95406,-9.9908,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.098DEC21.643.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.0983&DEC=21.6433&SR=0.01,[[ 0.54476857  0.45523146]]
185.09748,21.64242,0.00095,0.000137,10.856381,5.85888,-10.0283,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.097DEC21.642.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.0975&DEC=21.6424&SR=0.01,[[ 0.46989915  0.53010082]]
185.09716,21.23076,0.004574,0.000178,3.232672,4.33028,-9.9496,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.097DEC21.231.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.0972&DEC=21.2308&SR=0.01,[[ 0.64494354  0.35505641]]
185.09667,21.28534,0.001729,0.000195,3.303499,2.45008,10.3321,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.097DEC21.285.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.0967&DEC=21.2853&SR=0.01,[[ 0.50515687  0.4948431 ]]
185.09597,22.47924,0.004033,0.000279,5.065188,7.31843,13.415,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.096DEC22.479.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.096&DEC=22.4792&SR=0.01,[[ 0.35183355  0.64816648]]
185.09455,21.27761,0.010503,0.000195,2.338055,3.49873,-9.9364,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.095DEC21.278.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.0946&DEC=21.2776&SR=0.01,[[ 0.88658607  0.11341393]]
185.09432,23.0852,0.003976,0.000153,3.007775,3.43253,10.2981,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.094DEC23.085.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.0943&DEC=23.0852&SR=0.01,[[ 0.38585559  0.61414444]]
185.09265,23.08486,0.001685,0.000153,6.122513,8.4043,9.837,VLASS1.1.ql.T16t17.J121933+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.093DEC23.085.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.0927&DEC=23.0849&SR=0.01,[[ 0.34031343  0.65968663]]
185.07699,22.47906,0.002694,0.000281,9.312258,15.29018,9.6274,VLASS1.1.ql.T16t17.J121924+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.077DEC22.479.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.077&DEC=22.4791&SR=0.01,[[ 0.25413555  0.74586445]]
185.0592,21.84253,0.001561,0.000137,3.395071,2.02294,10.3288,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.059DEC21.843.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.0592&DEC=21.8425&SR=0.01,[[ 0.86117423  0.13882577]]
185.05251,20.98483,0.0013621,0.000137,0,0,0,VLASS1.1.ql.T16t17.J121916+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA185.053DEC20.985.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=185.0525&DEC=20.9848&SR=0.01,[[ 0.75398701  0.24601293]]
